gppd_idnr,elevation_meters
BRA0033427,571
BRA0033425,609
BRA0029441,584
BRA0000740,592
BRA0002904,566
BRA0027263,28
BRA0000742,702
BRA0000744,1060
BRA0032605,90
BRA0032617,13
BRA0032618,13
BRA0032643,5
BRA0032622,16
BRA0032624,12
BRA0032958,12
BRA0032952,367
BRA0030991,12
BRA0027941,248
BRA0033982,861
BRA0001016,528
BRA0000884,629
BRA0028914,1000
BRA0031760,850
BRA0028692,132
BRA0027794,380
BRA0030100,13
BRA0030917,30
BRA0029566,362
BRA0031479,41
BRA0029709,510
BRA0030348,316
BRA0030349,335
BRA0030350,312
BRA0030784,308
BRA0030786,298
BRA0030756,302
BRA0030762,334
BRA0030966,815
BRA0033331,172
BRA0033204,54
BRA0029784,46
BRA0029684,594
BRA0031050,258
BRA0027996,767
BRA0028458,767
BRA0000753,834
BRA0030041,407
BRA0000764,474
BRA0000768,599
BRA0030367,820
BRA0000776,345
BRA0000775,339
BRA0031517,13
BRA0030767,11
BRA0030790,9
BRA0030754,8
BRA0030760,7
BRA0030685,68
BRA0031122,238
BRA0028923,97
BRA0028836,423
BRA0028237,588
BRA0027925,585
BRA0029572,525
BRA0028247,422
BRA0030036,412
BRA0000783,41
BRA0027728,448
BRA0027974,392
BRA0029713,426
BRA0029201,566
BRA0000788,33
BRA0030355,921
BRA0000789,1276
BRA0029086,37
BRA0029090,9
BRA0029087,0
BRA0029091,31
BRA0028159,506
BRA0033394,1028
BRA0031675,178
BRA0000754,629
BRA0028328,592
BRA0029168,614
BRA0029004,266
BRA0028997,466
BRA0000796,595
BRA0031112,599
BRA0030032,459
BRA0030267,364
BRA0034017,408
BRA0028094,595
BRA0000797,359
BRA0000798,434
BRA0030295,33
BRA0028608,769
BRA0029111,189
BRA0030157,582
BRA0033456,117
BRA0033594,181
BRA0029997,771
BRA0029136,807
BRA0029773,68
BRA0032645,748
BRA0030187,800
BRA0029691,26
BRA0029651,209
BRA0032649,733
BRA0030989,820
BRA0033045,14
BRA0030018,748
BRA0029659,59
BRA0029675,732
BRA0029786,16
BRA0028036,1086
BRA0030798,587
BRA0030024,363
BRA0030928,181
BRA0032587,705
BRA0028666,897
BRA0029165,1160
BRA0031446,512
BRA0028041,296
BRA0029153,626
BRA0030222,12
BRA0028459,398
BRA0028107,258
BRA0028162,579
BRA0028960,7
BRA0029262,855
BRA0000827,17
BRA0030395,440
BRA0028120,537
BRA0029769,459
BRA0030738,929
BRA0030282,17
BRA0027896,518
BRA0030130,894
BRA0000835,604
BRA0029163,1132
BRA0030842,4
BRA0030819,6
BRA0030840,7
BRA0027842,724
BRA0030781,681
BRA0030752,858
BRA0000868,534
BRA0000866,593
BRA0028352,755
BRA0027795,811
BRA0029161,77
BRA0029703,599
BRA0028479,461
BRA0028883,699
BRA0030550,18
BRA0031331,8
BRA0027793,99
BRA0030627,452
BRA0030672,299
BRA0028221,540
BRA0000872,617
BRA0027877,449
BRA0000877,410
BRA0031487,329
BRA0028530,862
BRA0030377,983
BRA0028783,556
BRA0027730,917
BRA0029002,671
BRA0029924,89
BRA0029070,1262
BRA0027009,186
BRA0034372,197
BRA0028558,64
BRA0027003,189
BRA0027111,536
BRA0027402,220
BRA0027130,17
BRA0029518,280
BRA0027175,944
BRA0030587,166
BRA0030586,166
BRA0029818,68
BRA0030266,542
BRA0029734,215
BRA0028725,346
BRA0029774,355
BRA0030453,517
BRA0030490,1119
BRA0027999,430
BRA0028155,481
BRA0028612,1111
BRA0030797,241
BRA0028985,790
BRA0030577,873
BRA0031338,1022
BRA0029597,211
BRA0029147,153
BRA0028051,479
BRA0027929,527
BRA0028219,561
BRA0030838,4
BRA0002398,581
BRA0028045,497
BRA0027894,464
BRA0027895,480
BRA0028074,301
BRA0028078,439
BRA0029635,148
BRA0028154,516
BRA0028460,375
BRA0027411,461
BRA0028893,449
BRA0000607,320
BRA0027890,405
BRA0027227,478
BRA0031258,754
BRA0031983,82
BRA0031007,670
BRA0029048,444
BRA0029587,2
BRA0031028,593
BRA0031244,477
BRA0028072,650
BRA0031121,995
BRA0028774,563
BRA0027012,62
BRA0028204,744
BRA0028210,653
BRA0030495,976
BRA0027065,656
BRA0030778,769
BRA0030512,12
BRA0030549,5
BRA0030536,7
BRA0027977,672
BRA0030299,44
BRA0031144,458
BRA0000008,1209
BRA0027899,1210
BRA0032942,774
BRA0033107,914
BRA0030979,29
BRA0032203,17
BRA0032886,224
BRA0034007,10
BRA0028246,1124
BRA0031224,740
BRA0030154,734
BRA0031063,820
BRA0029676,7
BRA0028930,205
BRA0027087,122
BRA0029193,338
BRA0030583,296
BRA0027120,7
BRA0027057,737
BRA0033730,638
BRA0027108,542
BRA0030655,809
BRA0030814,434
BRA0027115,586
BRA0030336,26
BRA0030807,999
BRA0028770,27
BRA0028140,782
BRA0029738,1066
BRA0000806,56
BRA0028077,904
BRA0028076,624
BRA0030969,49
BRA0029599,343
BRA0030850,529
BRA0029245,296
BRA0029246,211
BRA0028845,389
BRA0029455,335
BRA0031795,151
BRA0028533,35
BRA0000891,138
BRA0028101,398
BRA0029765,398
BRA0000898,472
BRA0029800,736
BRA0030051,690
BRA0028430,760
BRA0000904,757
BRA0030042,551
BRA0029074,381
BRA0030803,1147
BRA0033487,846
BRA0000908,564
BRA0030245,983
BRA0000912,544
BRA0028660,3
BRA0028863,163
BRA0000917,608
BRA0032010,28
BRA0030097,992
BRA0030096,36
BRA0000922,222
BRA0000923,670
BRA0030503,197
BRA0030499,249
BRA0030504,247
BRA0030509,106
BRA0030351,74
BRA0028014,12
BRA0030588,534
BRA0029869,8
BRA0031527,8
BRA0029864,590
BRA0028649,73
BRA0028699,11
BRA0028706,16
BRA0028724,7
BRA0002142,36
BRA0002801,45
BRA0028793,1267
BRA0027908,1279
BRA0000009,944
BRA0033462,12
BRA0030214,618
BRA0032903,937
BRA0034008,784
BRA0033209,784
BRA0033079,30
BRA0033314,23
BRA0000928,512
BRA0028046,376
BRA0030935,373
BRA0032734,746
BRA0030404,545
BRA0030502,17
BRA0028780,217
BRA0028830,810
BRA0000935,155
BRA0030343,11
BRA0030478,16
BRA0030334,13
BRA0031575,644
BRA0030352,66
BRA0030331,27
BRA0030332,75
BRA0030329,66
BRA0030309,43
BRA0000948,164
BRA0034374,160
BRA0030260,690
BRA0028191,767
BRA0027885,356
BRA0028058,587
BRA0030385,10
BRA0029918,19
BRA0029911,41
BRA0030774,19
BRA0029694,327
BRA0000955,540
BRA0030580,364
BRA0029145,196
BRA0030603,640
BRA0030670,32
BRA0000958,972
BRA0028852,249
BRA0027926,146
BRA0029192,54
BRA0030335,18
BRA0000972,59
BRA0000973,423
BRA0000976,598
BRA0028357,27
BRA0030535,7
BRA0028354,253
BRA0028630,14
BRA0000992,269
BRA0028380,234
BRA0029610,503
BRA0000990,640
BRA0031041,980
BRA0029037,423
BRA0031488,844
BRA0029199,435
BRA0029290,514
BRA0000999,122
BRA0029973,526
BRA0031000,508
BRA0001000,538
BRA0027957,623
BRA0027575,693
BRA0028360,680
BRA0028846,680
BRA0029472,503
BRA0027118,482
BRA0027066,820
BRA0027645,552
BRA0001006,816
BRA0027046,280
BRA0027342,548
BRA0031189,762
BRA0001007,791
BRA0001009,148
BRA0028175,612
BRA0030554,791
BRA0000010,982
BRA0029951,1
BRA0029544,860
BRA0033488,855
BRA0032752,6
BRA0032684,591
BRA0033030,880
BRA0033077,10
BRA0028596,839
BRA0030312,584
BRA0031477,337
BRA0001017,558
BRA0030174,0
BRA0029714,687
BRA0028601,241
BRA0028918,396
BRA0028730,4
BRA0030415,671
BRA0027950,388
BRA0001025,471
BRA0026863,8
BRA0028059,388
BRA0030474,1127
BRA0030217,714
BRA0029705,53
BRA0029668,53
BRA0032673,31
BRA0029437,178
BRA0028957,50
BRA0028091,58
BRA0030426,701
BRA0029653,53
BRA0029639,53
BRA0001033,13
BRA0001034,330
BRA0031142,344
BRA0028803,574
BRA0028113,800
BRA0028118,717
BRA0031489,989
BRA0000984,1069
BRA0029598,591
BRA0002591,282
BRA0027888,9
BRA0002715,690
BRA0001042,785
BRA0030221,687
BRA0030223,125
BRA0029910,833
BRA0030729,890
BRA0029020,767
BRA0029367,254
BRA0030021,734
BRA0028461,629
BRA0028938,730
BRA0030663,10
BRA0030328,930
BRA0001066,472
BRA0028028,556
BRA0030095,485
BRA0031445,435
BRA0029365,114
BRA0001075,737
BRA0029766,416
BRA0001076,477
BRA0001078,729
BRA0031440,558
BRA0028052,41
BRA0030863,390
BRA0030026,560
BRA0001079,558
BRA0030342,901
BRA0029722,211
BRA0029942,35
BRA0029941,117
BRA0029940,21
BRA0033157,871
BRA0033726,101
BRA0001084,14
BRA0029927,8
BRA0027377,16
BRA0001085,303
BRA0031171,0
BRA0028333,209
BRA0033395,862
BRA0033060,881
BRA0031548,763
BRA0031530,763
BRA0031748,670
BRA0028338,542
BRA0028981,489
BRA0030820,11
BRA0028339,734
BRA0033941,822
BRA0033000,606
BRA0033004,757
BRA0032695,159
BRA0029636,448
BRA0030269,808
BRA0029049,236
BRA0030750,313
BRA0001097,403
BRA0027768,553
BRA0030439,360
BRA0030289,8
BRA0030372,22
BRA0030356,6
BRA0030321,1099
BRA0001098,531
BRA0001100,727
BRA0028152,518
BRA0028067,0
BRA0027993,0
BRA0028532,216
BRA0001108,189
BRA0027405,242
BRA0028835,356
BRA0030691,22
BRA0001120,299
BRA0030265,33
BRA0001113,213
BRA0030315,1092
BRA0029242,882
BRA0030079,451
BRA0030078,414
BRA0027370,341
BRA0030433,68
BRA0030427,22
BRA0030397,869
BRA0031048,639
BRA0030751,884
BRA0028987,427
BRA0029956,24
BRA0029461,399
BRA0030642,377
BRA0029152,56
BRA0001137,281
BRA0030199,688
BRA0027392,618
BRA0027367,757
BRA0001139,147
BRA0028707,25
BRA0030268,327
BRA0001142,612
BRA0029228,1100
BRA0001146,403
BRA0001147,652
BRA0001149,272
BRA0028539,125
BRA0028909,14
BRA0028921,541
BRA0027984,540
BRA0001161,176
BRA0027918,759
BRA0031321,6
BRA0028121,214
BRA0031320,823
BRA0029545,473
BRA0001175,78
BRA0029244,42
BRA0027058,33
BRA0031485,8
BRA0031483,11
BRA0031484,20
BRA0031814,20
BRA0031482,20
BRA0001185,747
BRA0029415,65
BRA0031872,820
BRA0029416,734
BRA0030922,734
BRA0027019,113
BRA0027244,411
BRA0001192,594
BRA0030094,541
BRA0001194,518
BRA0030090,510
BRA0001196,842
BRA0001197,887
BRA0001152,283
BRA0027534,412
BRA0027727,448
BRA0027532,387
BRA0029131,611
BRA0027333,544
BRA0028392,256
BRA0030910,347
BRA0032904,745
BRA0032614,830
BRA0032831,8
BRA0028153,449
BRA0028374,584
BRA0029296,731
BRA0001215,116
BRA0027829,687
BRA0001217,282
BRA0001225,559
BRA0027131,621
BRA0027109,747
BRA0028112,632
BRA0029435,97
BRA0028515,79
BRA0030000,917
BRA0029272,53
BRA0028715,281
BRA0033434,770
BRA0001240,3
BRA0030043,866
BRA0028834,701
BRA0001245,341
BRA0028225,31
BRA0029736,72
BRA0030801,1014
BRA0001257,698
BRA0034414,308
BRA0001260,10
BRA0027093,10
BRA0027094,10
BRA0028231,275
BRA0030270,415
BRA0028700,725
BRA0029332,765
BRA0000473,445
BRA0029644,1186
BRA0028347,121
BRA0001252,663
BRA0028534,384
BRA0001268,359
BRA0001269,281
BRA0031081,366
BRA0001272,144
BRA0001276,713
BRA0030542,971
BRA0029669,51
BRA0001281,495
BRA0001282,270
BRA0030660,245
BRA0001284,260
BRA0001285,565
BRA0001286,633
BRA0001283,62
BRA0001288,42
BRA0028168,309
BRA0028276,692
BRA0029933,271
BRA0030607,41
BRA0031098,797
BRA0030027,923
BRA0033224,25
BRA0029717,648
BRA0027059,566
BRA0029718,325
BRA0033279,39
BRA0032670,520
BRA0033210,657
BRA0032591,543
BRA0032794,683
BRA0027013,334
BRA0029173,841
BRA0001298,778
BRA0029057,363
BRA0028652,20
BRA0031438,542
BRA0029898,652
BRA0001305,181
BRA0030151,298
BRA0030249,151
BRA0030860,718
BRA0033728,499
BRA0001311,31
BRA0030190,126
BRA0028425,7
BRA0032957,154
BRA0033714,558
BRA0031168,868
BRA0033724,41
BRA0029114,490
BRA0001322,476
BRA0030197,767
BRA0030317,770
BRA0030866,595
BRA0030983,1016
BRA0001328,580
BRA0029577,22
BRA0027876,396
BRA0028572,275
BRA0001335,682
BRA0028050,608
BRA0029903,820
BRA0031506,538
BRA0027338,385
BRA0028801,614
BRA0027975,278
BRA0001344,922
BRA0030572,48
BRA0001174,278
BRA0030054,8
BRA0001343,497
BRA0001304,182
BRA0027923,639
BRA0028620,614
BRA0001291,68
BRA0033172,387
BRA0032687,313
BRA0032869,67
BRA0033173,130
BRA0029696,304
BRA0001449,526
BRA0030196,119
BRA0033432,31
BRA0032905,694
BRA0034066,49
BRA0033522,895
BRA0002130,61
BRA0029732,61
BRA0033285,5
BRA0030555,894
BRA0033137,805
BRA0001347,62
BRA0001349,659
BRA0030661,294
BRA0031025,693
BRA0031026,675
BRA0028787,3
BRA0028324,21
BRA0030283,1234
BRA0001356,393
BRA0001361,687
BRA0028218,695
BRA0030149,894
BRA0030972,856
BRA0027711,275
BRA0029646,685
BRA0030841,783
BRA0028829,685
BRA0001387,10
BRA0030418,582
BRA0001389,10
BRA0029015,749
BRA0027787,469
BRA0030285,9
BRA0030284,18
BRA0030281,29
BRA0030290,64
BRA0034376,144
BRA0001401,251
BRA0030744,11
BRA0030389,66
BRA0029796,97
BRA0028110,498
BRA0029654,50
BRA0030185,465
BRA0001405,384
BRA0028535,112
BRA0030800,123
BRA0030202,38
BRA0030203,121
BRA0029877,335
BRA0001403,52
BRA0028967,322
BRA0002038,677
BRA0034412,229
BRA0030218,94
BRA0030773,115
BRA0030822,209
BRA0030780,3
BRA0032902,314
BRA0031215,702
BRA0034023,485
BRA0030958,476
BRA0030963,707
BRA0033078,224
BRA0032973,353
BRA0032646,242
BRA0001417,441
BRA0002354,508
BRA0028542,132
BRA0030768,1011
BRA0031486,180
BRA0029211,501
BRA0001432,47
BRA0001433,432
BRA0028607,682
BRA0029092,36
BRA0002952,68
BRA0030273,68
BRA0030274,14
BRA0001445,20
BRA0030454,62
BRA0033984,1283
BRA0001452,379
BRA0001454,472
BRA0028947,406
BRA0001458,686
BRA0030303,432
BRA0029154,485
BRA0030256,807
BRA0033416,867
BRA0030339,20
BRA0030370,2
BRA0028137,761
BRA0028588,61
BRA0029041,72
BRA0030209,753
BRA0030844,10
BRA0030791,7
BRA0029902,606
BRA0030847,565
BRA0001469,684
BRA0030227,530
BRA0034893,48
BRA0030787,200
BRA0030788,209
BRA0027075,600
BRA0027886,490
BRA0001479,673
BRA0030447,552
BRA0030836,323
BRA0029725,550
BRA0028562,282
BRA0001489,728
BRA0027072,233
BRA0027968,155
BRA0031982,88
BRA0001495,36
BRA0001498,356
BRA0030162,418
BRA0029990,396
BRA0029779,464
BRA0028236,564
BRA0030407,157
BRA0031336,710
BRA0030301,212
BRA0030889,200
BRA0030310,204
BRA0030311,215
BRA0030302,184
BRA0030300,173
BRA0030506,812
BRA0031309,736
BRA0031308,736
BRA0031340,736
BRA0028541,391
BRA0028779,592
BRA0028842,308
BRA0028375,1
BRA0028217,476
BRA0030656,39
BRA0030192,345
BRA0001518,401
BRA0029554,57
BRA0031352,703
BRA0001523,89
BRA0029196,624
BRA0033306,617
BRA0032525,658
BRA0033166,464
BRA0031033,686
BRA0001528,589
BRA0030225,568
BRA0028536,102
BRA0000825,7
BRA0030657,672
BRA0033719,38
BRA0001536,405
BRA0027576,1306
BRA0027248,736
BRA0030004,427
BRA0030271,432
BRA0028336,543
BRA0028899,367
BRA0033410,42
BRA0033419,37
BRA0033441,42
BRA0033424,47
BRA0029775,427
BRA0033490,37
BRA0033484,73
BRA0033925,19
BRA0029858,274
BRA0028924,576
BRA0001544,8
BRA0029687,7
BRA0032847,20
BRA0031322,11
BRA0030318,1102
BRA0029066,554
BRA0031430,6
BRA0001552,344
BRA0001553,240
BRA0029139,242
BRA0029156,517
BRA0001567,336
BRA0027722,328
BRA0001569,280
BRA0029645,511
BRA0031042,344
BRA0001574,796
BRA0028065,701
BRA0030650,463
BRA0031676,780
BRA0028782,678
BRA0030305,1177
BRA0031984,47
BRA0001591,22
BRA0001595,5
BRA0030219,449
BRA0033229,17
BRA0033370,878
BRA0033214,25
BRA0033213,237
BRA0033155,16
BRA0032177,49
BRA0033383,839
BRA0030022,869
BRA0028383,734
BRA0028008,25
BRA0032304,96
BRA0030148,994
BRA0027216,421
BRA0028990,734
BRA0028557,301
BRA0027958,216
BRA0027846,868
BRA0030286,12
BRA0030449,16
BRA0027872,428
BRA0028968,598
BRA0032012,33
BRA0029292,502
BRA0031133,704
BRA0033466,78
BRA0031292,19
BRA0033349,727
BRA0033215,37
BRA0030481,850
BRA0033195,897
BRA0033926,1557
BRA0033324,54
BRA0029362,763
BRA0027875,7
BRA0033505,27
BRA0034006,36
BRA0033515,9
BRA0033402,37
BRA0030252,584
BRA0031005,921
BRA0027870,1097
BRA0001932,826
BRA0001934,897
BRA0001937,637
BRA0027687,67
BRA0028670,192
BRA0030319,1072
BRA0029001,528
BRA0001939,852
BRA0001945,365
BRA0028800,551
BRA0001946,631
BRA0029189,16
BRA0029376,211
BRA0001952,498
BRA0028062,648
BRA0027828,687
BRA0001959,47
BRA0028866,690
BRA0027122,713
BRA0030561,358
BRA0001972,517
BRA0033052,755
BRA0028832,339
BRA0027587,607
BRA0001977,645
BRA0031249,1101
BRA0030123,953
BRA0028819,342
BRA0001989,14
BRA0031193,131
BRA0030333,183
BRA0031015,164
BRA0030501,221
BRA0030876,253
BRA0030900,218
BRA0028712,9
BRA0028811,10
BRA0028174,43
BRA0028810,13
BRA0028855,11
BRA0028674,677
BRA0028864,14
BRA0030734,19
BRA0030894,19
BRA0028111,344
BRA0030183,652
BRA0002001,589
BRA0002003,323
BRA0029456,120
BRA0001997,296
BRA0001998,790
BRA0001999,678
BRA0030126,665
BRA0029657,463
BRA0030805,794
BRA0029561,115
BRA0002008,102
BRA0030683,368
BRA0002012,184
BRA0027048,184
BRA0027049,184
BRA0027050,248
BRA0002013,450
BRA0028578,10
BRA0027949,493
BRA0027052,212
BRA0030443,713
BRA0029666,167
BRA0030671,274
BRA0028565,114
BRA0028805,52
BRA0030806,715
BRA0030288,599
BRA0030608,563
BRA0028731,1
BRA0002028,709
BRA0000109,934
BRA0030518,284
BRA0030243,897
BRA0028353,236
BRA0029564,11
BRA0030856,682
BRA0030793,1003
BRA0028838,492
BRA0002043,90
BRA0030120,114
BRA0028144,325
BRA0002045,804
BRA0030592,920
BRA0002046,742
BRA0002047,692
BRA0029218,125
BRA0031229,9
BRA0028169,13
BRA0028584,386
BRA0029513,757
BRA0030393,10
BRA0030630,118
BRA0028988,580
BRA0002051,335
BRA0002053,679
BRA0002054,129
BRA0028807,635
BRA0028188,714
BRA0030776,916
BRA0030324,791
BRA0029871,29
BRA0027228,760
BRA0029891,702
BRA0028047,372
BRA0029642,372
BRA0002069,422
BRA0028024,545
BRA0002077,513
BRA0027533,487
BRA0029715,256
BRA0031051,363
BRA0028804,132
BRA0029721,763
BRA0002082,764
BRA0028481,643
BRA0029282,1001
BRA0033175,641
BRA0033063,756
BRA0030689,291
BRA0028009,84
BRA0030794,735
BRA0028227,904
BRA0030322,1066
BRA0028737,638
BRA0028754,516
BRA0030757,753
BRA0030207,778
BRA0033039,28
BRA0029746,7
BRA0028979,500
BRA0028199,6
BRA0031509,2
BRA0030460,1
BRA0030901,3
BRA0029118,626
BRA0029013,585
BRA0002103,378
BRA0030017,159
BRA0002115,217
BRA0002117,467
BRA0027196,253
BRA0029059,432
BRA0002123,527
BRA0002127,252
BRA0002128,318
BRA0030830,2
BRA0030323,1063
BRA0034413,194
BRA0030827,3
BRA0028995,399
BRA0029999,833
BRA0030639,0
BRA0029700,10
BRA0030098,31
BRA0028655,57
BRA0029556,66
BRA0029655,414
BRA0027416,359
BRA0002092,846
BRA0028631,9
BRA0028440,5
BRA0030093,310
BRA0030579,701
BRA0032754,760
BRA0029083,35
BRA0002146,575
BRA0002150,235
BRA0002155,605
BRA0028840,188
BRA0030089,644
BRA0002158,382
BRA0002946,257
BRA0033263,581
BRA0029051,1401
BRA0033519,552
BRA0033517,99
BRA0002167,558
BRA0002176,778
BRA0030272,503
BRA0029115,542
BRA0029268,516
BRA0030369,13
BRA0030643,846
BRA0033088,21
BRA0033135,10
BRA0030469,3
BRA0030477,3
BRA0030468,3
BRA0033468,819
BRA0033219,7
BRA0032742,56
BRA0033276,13
BRA0031153,13
BRA0028424,29
BRA0030525,260
BRA0002903,533
BRA0033965,820
BRA0002187,659
BRA0030287,237
BRA0032981,823
BRA0033980,12
BRA0002070,1392
BRA0027354,11
BRA0002196,609
BRA0002558,7
BRA0002200,599
BRA0030937,885
BRA0030416,4
BRA0030417,5
BRA0027804,7
BRA0030515,158
BRA0030516,189
BRA0030527,164
BRA0030551,164
BRA0030497,110
BRA0030733,194
BRA0028738,516
BRA0029457,587
BRA0028771,576
BRA0032991,850
BRA0029058,380
BRA0028184,706
BRA0030870,64
BRA0030871,68
BRA0030874,71
BRA0030872,74
BRA0030873,49
BRA0029230,92
BRA0030695,7
BRA0029747,601
BRA0028503,1051
BRA0002271,635
BRA0027395,780
BRA0028026,208
BRA0002300,131
BRA0027125,155
BRA0029140,143
BRA0029756,596
BRA0002406,91
BRA0029945,876
BRA0030065,748
BRA0002075,588
BRA0027274,463
BRA0029185,75
BRA0029517,577
BRA0029077,509
BRA0002514,536
BRA0028744,854
BRA0030341,1110
BRA0030543,402
BRA0031793,356
BRA0002345,885
BRA0029055,1426
BRA0002353,881
BRA0030368,382
BRA0030408,240
BRA0002360,708
BRA0030057,524
BRA0002534,585
BRA0000641,325
BRA0029159,342
BRA0028868,491
BRA0030382,883
BRA0028546,243
BRA0002547,299
BRA0027448,270
BRA0028848,350
BRA0002552,82
BRA0030466,520
BRA0002553,678
BRA0002555,245
BRA0029731,127
BRA0029557,100
BRA0029743,728
BRA0027345,584
BRA0029579,734
BRA0028334,734
BRA0029663,478
BRA0028206,23
BRA0033082,55
BRA0031137,820
BRA0033702,498
BRA0033446,21
BRA0032669,730
BRA0032841,897
BRA0032855,897
BRA0033444,65
BRA0032672,25
BRA0033578,78
BRA0033205,42
BRA0032954,765
BRA0030864,196
BRA0033464,96
BRA0033312,646
BRA0033169,773
BRA0030464,1120
BRA0029148,104
BRA0028151,347
BRA0031213,117
BRA0028796,380
BRA0029624,435
BRA0002569,383
BRA0002570,803
BRA0030383,7
BRA0029607,42
BRA0028758,433
BRA0029056,1241
BRA0028203,212
BRA0027719,779
BRA0028373,565
BRA0031401,244
BRA0029686,373
BRA0002581,414
BRA0028671,449
BRA0027326,555
BRA0028994,870
BRA0028672,436
BRA0028931,504
BRA0030353,455
BRA0029431,1004
BRA0027713,194
BRA0027172,724
BRA0027210,261
BRA0002648,391
BRA0030338,737
BRA0002656,510
BRA0027879,488
BRA0002659,412
BRA0028564,418
BRA0002670,653
BRA0002672,488
BRA0026885,724
BRA0028653,419
BRA0003047,528
BRA0028831,434
BRA0002626,292
BRA0002628,872
BRA0002633,835
BRA0002173,639
BRA0028760,343
BRA0002683,55
BRA0002687,61
BRA0030381,16
BRA0030330,20
BRA0029907,63
BRA0030436,798
BRA0027343,564
BRA0028186,545
BRA0029778,296
BRA0002696,625
BRA0031277,766
BRA0030723,509
BRA0029151,385
BRA0002699,88
BRA0028361,773
BRA0028850,773
BRA0030292,103
BRA0030308,119
BRA0030293,134
BRA0030307,92
BRA0030378,99
BRA0030304,83
BRA0027557,745
BRA0026701,664
BRA0001609,621
BRA0029434,119
BRA0027767,538
BRA0031739,490
BRA0028183,698
BRA0028182,581
BRA0028232,525
BRA0027537,551
BRA0031156,491
BRA0027922,476
BRA0028752,306
BRA0028996,464
BRA0030173,345
BRA0030834,222
BRA0030961,762
BRA0028213,554
BRA0028115,558
BRA0028452,492
BRA0029810,518
BRA0028401,399
BRA0029430,517
BRA0030166,1018
BRA0027972,676
BRA0029652,570
BRA0026716,266
BRA0030006,461
BRA0027912,711
BRA0027987,473
BRA0028395,495
BRA0030681,501
BRA0029768,944
BRA0029019,653
BRA0031179,47
BRA0026722,185
BRA0028337,617
BRA0031427,116
BRA0032013,30
BRA0028844,971
BRA0027920,537
BRA0026730,156
BRA0026732,416
BRA0034415,213
BRA0028933,9
BRA0028242,942
BRA0028149,460
BRA0028143,387
BRA0028139,388
BRA0031268,505
BRA0031425,122
BRA0027415,636
BRA0027104,11
BRA0031810,691
BRA0028971,286
BRA0031811,685
BRA0031616,58
BRA0029707,55
BRA0029053,1405
BRA0029050,170
BRA0027924,488
BRA0028344,597
BRA0029728,520
BRA0030916,39
BRA0029119,469
BRA0026795,47
BRA0026792,33
BRA0028821,386
BRA0030306,1135
BRA0030735,784
BRA0029939,594
BRA0028822,373
BRA0030450,942
BRA0031135,1120
BRA0000961,88
BRA0028393,544
BRA0028038,36
BRA0030546,807
BRA0029142,105
BRA0030659,8
BRA0030028,8
BRA0029324,482
BRA0028543,290
BRA0002731,401
BRA0031207,1035
BRA0031537,854
BRA0031540,845
BRA0031560,813
BRA0031574,867
BRA0030625,686
BRA0030609,718
BRA0030615,650
BRA0030802,1004
BRA0028355,706
BRA0029704,200
BRA0030314,889
BRA0031324,571
BRA0030337,471
BRA0029989,850
BRA0002740,92
BRA0030455,650
BRA0028853,360
BRA0028073,765
BRA0030228,7
BRA0030198,469
BRA0033452,813
BRA0033903,10
BRA0031078,820
BRA0032573,732
BRA0030164,0
BRA0029761,763
BRA0029788,30
BRA0030942,462
BRA0030795,16
BRA0031242,6
BRA0031097,593
BRA0030344,86
BRA0029872,4
BRA0028177,749
BRA0030529,13
BRA0033442,732
BRA0028668,775
BRA0031975,755
BRA0028500,211
BRA0029458,174
BRA0028750,48
BRA0030534,843
BRA0032589,469
BRA0032771,679
BRA0032217,599
BRA0032650,426
BRA0032592,396
BRA0032621,440
BRA0032657,707
BRA0027902,804
BRA0030985,160
BRA0028048,527
BRA0002755,386
BRA0002756,529
BRA0002757,520
BRA0029658,734
BRA0030690,8
BRA0002762,887
BRA0031099,909
BRA0029273,42
BRA0029205,784
BRA0027385,444
BRA0028872,22
BRA0028350,26
BRA0002780,16
BRA0029719,16
BRA0033048,18
BRA0028837,411
BRA0028577,75
BRA0033583,730
BRA0029806,732
BRA0029609,7
BRA0031556,28
BRA0029866,730
BRA0002787,743
BRA0030959,142
BRA0000187,93
BRA0002781,382
BRA0029634,772
BRA0032788,809
BRA0002563,380
BRA0026798,945
BRA0028431,514
BRA0029583,100
BRA0030912,34
BRA0027665,649
BRA0027867,494
BRA0028761,325
BRA0032215,68
BRA0002862,475
BRA0028388,576
BRA0028178,533
BRA0027335,524
BRA0028747,403
BRA0027673,660
BRA0026829,17
BRA0026844,575
BRA0028826,679
BRA0027985,113
BRA0030911,36
BRA0030379,328
BRA0027153,950
BRA0026851,598
BRA0028823,719
BRA0029459,157
BRA0026847,537
BRA0028922,57
BRA0028975,595
BRA0027814,401
BRA0029685,48
BRA0026854,334
BRA0027195,740
BRA0026834,388
BRA0028648,930
BRA0027709,689
BRA0029759,479
BRA0028825,349
BRA0026869,739
BRA0027535,622
BRA0026874,568
BRA0030994,535
BRA0029137,227
BRA0029067,439
BRA0027096,684
BRA0028986,441
