gppd_idnr,elevation_meters
USA0057723,7
USA0054638,444
USA0003406,141
USA0002580,101
USA0059254,98
USA0059858,171
USA0000384,163
USA0000874,172
USA0003482,969
USA0006131,35
USA0000534,1502
USA0002290,303
USA0056505,88
USA0000887,107
USA0058049,31
USA0000013,78
USA0058390,69
USA0007910,6
USA0006001,52
USA0000442,377
USA0056377,1375
USA0000504,1065
USA0055563,562
USA0058444,335
USA0060265,41
USA0008050,280
USA0010302,351
USA0057320,782
USA0058301,4
USA0057437,1007
USA0055007,1008
USA0056626,459
USA0056206,549
USA0056625,457
USA0059772,251
USA0057516,917
USA0057889,964
USA0058639,57
USA0058640,57
USA0059468,313
USA0056627,460
USA0000765,14
USA0056449,771
USA0057082,401
USA0055864,163
USA0002138,215
USA0057087,72
USA0006056,1
USA0058128,35
USA0058132,254
USA0007464,18
USA0054646,7
USA0058651,17
USA0058259,19
USA0010412,249
USA0055101,237
USA0007984,320
USA0002581,171
USA0054880,143
USA0054653,378
USA0003936,187
USA0054659,196
USA0054525,182
USA0000769,15
USA0006144,309
USA0010279,254
USA0050254,28
USA0057525,21
USA0056258,84
USA0058684,5
USA0007737,7
USA0010718,258
USA0055809,548
USA0056542,15
USA0057066,8
USA0059079,0
USA0007822,213
USA0004118,196
USA0054098,196
USA0001294,240
USA0007545,297
USA0057529,235
USA0000337,344
USA0000336,299
USA0000338,426
USA0010042,108
USA0059460,376
USA0008083,66
USA0002268,669
USA0000303,131
USA0061373,80
USA0060867,80
USA0058838,406
USA0059565,57
USA0057358,719
USA0054654,151
USA0059796,26
USA0059527,30
USA0059280,25
USA0060587,224
USA0000418,78
USA0007960,87
USA0057037,146
USA0059051,44
USA0058803,37
USA0058840,26
USA0055131,192
USA0001595,14
USA0010805,32
USA0056163,1408
USA0054114,6
USA0001381,121
USA0059507,141
USA0002139,81
USA0058243,25
USA0050860,188
USA0057330,7
USA0058239,10
USA0002532,141
USA0001377,104
USA0055429,129
USA0001983,352
USA0001109,154
USA0006517,229
USA0000250,224
USA0000682,250
USA0007911,220
USA0050494,262
USA0058100,125
USA0000340,373
USA0000339,827
USA0010496,256
USA0052107,212
USA0002188,870
USA0000443,173
USA0000084,31
USA0059098,723
USA0059099,723
USA0000550,440
USA0059633,60
USA0058510,28
USA0003136,310
USA0002984,209
USA0054934,313
USA0058091,224
USA0055501,209
USA0006323,37
USA0056829,874
USA0055766,65
USA0000253,808
USA0004053,255
USA0006031,170
USA0002248,1437
USA0058084,75
USA0054885,227
USA0000876,194
USA0056242,287
USA0056686,28
USA0055811,104
USA0010294,105
USA0007493,34
USA0061000,49
USA0055581,944
USA0059864,11
USA0059868,800
USA0060091,804
USA0057979,760
USA0002986,325
USA0058902,370
USA0057775,1055
USA0001296,481
USA0060639,564
USA0006518,1958
USA0010872,277
USA0000254,295
USA0010405,96
USA0058304,91
USA0001778,319
USA0000785,959
USA0003407,236
USA0059022,34
USA0055204,163
USA0054385,15
USA0058877,43
USA0059125,21
USA0061090,23
USA0059832,6
USA0002083,301
USA0058791,46
USA0059735,240
USA0058177,216
USA0058240,2605
USA0057244,1283
USA0057065,0
USA0055103,1262
USA0055544,1251
USA0001871,217
USA0056798,112
USA0050039,522
USA0055871,462
USA0056359,467
USA0056468,421
USA0001895,354
USA0057412,338
USA0003476,95
USA0007849,255
USA0057119,230
USA0006281,26
USA0057009,318
USA0060578,83
USA0060864,242
USA0054267,384
USA0004180,1881
USA0056705,268
USA0057064,1
USA0006304,23
USA0010781,1055
USA0057059,32
USA0056295,1259
USA0002876,175
USA0010720,131
USA0000147,358
USA0002059,52
USA0058697,4
USA0002713,4
USA0059601,22
USA0058497,141
USA0060765,38
USA0060766,27
USA0057868,21
USA0057836,766
USA0010453,393
USA0057872,1191
USA0057613,197
USA0058478,4
USA0059611,38
USA0057603,101
USA0058688,200
USA0055010,243
USA0055011,248
USA0058428,18
USA0001297,634
USA0001241,267
USA0004124,242
USA0000440,90
USA0058118,85
USA0000506,1240
USA0058284,1579
USA0055151,301
USA0002140,288
USA0001156,252
USA0057556,1027
USA0050305,179
USA0003916,287
USA0052006,12
USA0006026,218
USA0002103,161
USA0010752,36
USA0010753,66
USA0052155,248
USA0007839,63
USA0003986,341
USA0060105,244
USA0050942,1302
USA0007845,99
USA0058602,1536
USA0006521,1249
USA0007039,2377
USA0055208,569
USA0055265,572
USA0000752,79
USA0000170,105
USA0058310,7
USA0057884,9
USA0000159,1930
USA0001985,306
USA0057085,43
USA0060526,311
USA0060797,205
USA0050575,209
USA0057729,126
USA0003452,141
USA0002773,307
USA0006636,267
USA0058229,318
USA0006644,397
USA0007489,192
USA0001154,392
USA0056521,394
USA0007987,173
USA0001153,449
USA0058539,496
USA0003352,527
USA0060527,304
USA0002098,252
USA0055149,96
USA0056237,1376
USA0057984,217
USA0007925,392
USA0007415,448
USA0057374,449
USA0059754,45
USA0059744,44
USA0058572,60
USA0000964,177
USA0058836,439
USA0055074,362
USA0059369,16
USA0007393,919
USA0055353,580
USA0057251,344
USA0000508,1162
USA0055097,166
USA0055626,23
USA0001155,349
USA0056667,387
USA0058634,731
USA0050859,109
USA0058750,744
USA0059262,807
USA0059167,719
USA0059169,708
USA0056850,247
USA0056551,256
USA0001987,256
USA0059984,267
USA0000711,173
USA0060538,62
USA0056605,502
USA0057033,501
USA0056912,502
USA0055478,1065
USA0057153,772
USA0057028,789
USA0059158,41
USA0059486,27
USA0001047,195
USA0058427,255
USA0000643,6
USA0006204,1409
USA0003439,132
USA0058064,314
USA0057262,631
USA0055542,164
USA0001299,617
USA0000675,49
USA0000507,1190
USA0010761,586
USA0057576,1984
USA0058477,519
USA0058963,237
USA0000987,1711
USA0054753,930
USA0059965,2234
USA0000613,8
USA0002249,448
USA0006171,264
USA0057744,640
USA0057447,864
USA0056279,375
USA0057500,315
USA0001157,397
USA0061091,64
USA0059833,66
USA0060200,53
USA0058579,453
USA0056348,648
USA0007948,162
USA0060528,279
USA0001250,262
USA0050545,19
USA0055502,143
USA0000015,115
USA0003068,207
USA0010233,46
USA0056360,274
USA0057333,331
USA0059276,24
USA0002921,213
USA0057604,97
USA0057488,108
USA0010521,104
USA0058215,26
USA0056120,61
USA0052010,11
USA0054283,136
USA0055236,234
USA0003777,186
USA0060783,32
USA0060371,49
USA0058282,263
USA0002817,517
USA0003029,1032
USA0006421,760
USA0000064,9
USA0060142,64
USA0056399,675
USA0058703,258
USA0059436,244
USA0058333,24
USA0058334,8
USA0001158,396
USA0060073,120
USA0059745,34
USA0003609,196
USA0059228,355
USA0059085,30
USA0006089,587
USA0003457,88
USA0000018,105
USA0002692,177
USA0059174,32
USA0000794,144
USA0056261,231
USA0056067,235
USA0006172,664
USA0055231,9
USA0056465,214
USA0001417,62
USA0059279,117
USA0058302,78
USA0002582,193
USA0058629,1282
USA0059639,67
USA0055034,159
USA0050700,19
USA0058043,213
USA0007155,347
USA0000255,331
USA0057803,1190
USA0006105,69
USA0060537,57
USA0000298,139
USA0055504,1697
USA0059083,1657
USA0058126,1704
USA0058127,1728
USA0001300,422
USA0007277,224
USA0058231,12
USA0055222,211
USA0057988,37
USA0058496,214
USA0060399,303
USA0007366,242
USA0056341,242
USA0060060,4
USA0050148,6
USA0050006,8
USA0057381,4
USA0057635,782
USA0058308,110
USA0001989,343
USA0060495,24
USA0004119,188
USA0006537,1533
USA0058999,506
USA0001896,333
USA0003866,534
USA0051034,106
USA0003926,166
USA0001402,14
USA0010049,1055
USA0057263,1021
USA0057264,1026
USA0057190,286
USA0059521,198
USA0060026,802
USA0054386,1579
USA0058809,19
USA0054768,278
USA0060063,72
USA0055054,200
USA0055102,405
USA0058505,32
USA0058504,36
USA0055579,1039
USA0000712,163
USA0054572,155
USA0003275,111
USA0059867,8
USA0057808,4
USA0054041,192
USA0010903,170
USA0010051,55
USA0010066,16
USA0056470,592
USA0056770,550
USA0007451,14
USA0057978,2
USA0056538,348
USA0004251,1373
USA0010043,5
USA0000014,141
USA0056613,1400
USA0059442,523
WRI1026817,3
USA0010206,355
USA0002240,361
USA0006560,192
USA0003477,88
USA0058417,1030
USA0059237,998
USA0057943,697
USA0000341,6
USA0057630,229
USA0060208,43
USA0057589,23
USA0003867,465
USA0060485,1016
USA0054548,220
USA0058772,972
USA0054562,9
USA0056671,335
USA0060735,12
USA0057768,140
USA0003083,246
USA0002726,249
USA0056700,895
USA0000432,1944
USA0056869,247
USA0057303,693
USA0007967,1292
USA0060102,196
USA0058256,2230
USA0057314,9
USA0054451,41
USA0055748,3
USA0057571,1523
USA0055217,4
USA0060059,112
USA0057751,11
USA0057752,11
USA0059320,51
USA0059321,59
USA0006174,502
USA0010708,1181
USA0057189,330
USA0052077,139
USA0058711,183
USA0057111,465
USA0002362,327
USA0055154,149
USA0001712,225
USA0001443,16
USA0006664,182
USA0007837,142
USA0001391,23
USA0001392,23
USA0010301,8
USA0054240,95
USA0010808,1208
USA0003799,380
USA0059873,45
USA0003855,142
USA0054691,234
USA0060769,7
USA0006175,210
USA0000815,859
USA0003716,107
USA0000520,1751
USA0003927,163
USA0055667,89
USA0007012,1422
USA0000843,1428
USA0000816,840
USA0010214,83
USA0057195,378
USA0000365,388
USA0050285,141
USA0058181,191
USA0057259,972
USA0010014,876
USA0056412,503
USA0001713,184
USA0059135,73
USA0050282,296
USA0010382,33
USA0055343,1336
USA0058884,346
USA0000342,2149
USA0003789,240
USA0058407,316
USA0001990,443
USA0057031,445
USA0061284,239
USA0057582,221
USA0002253,399
USA0056703,254
USA0050652,318
USA0001897,180
USA0010176,12
USA0058178,266
USA0057253,33
USA0010061,182
USA0058484,298
USA0060395,23
USA0058914,582
USA0059324,214
USA0059335,72
USA0061350,84
USA0056106,1489
USA0060496,4
USA0007858,109
USA0060016,131
USA0056993,8
USA0061160,271
USA0056478,234
USA0055155,90
USA0055163,8
USA0055161,535
USA0055156,94
USA0055094,124
USA0055602,113
USA0055093,25
USA0055160,93
USA0054015,187
USA0054567,7
USA0054851,182
USA0055525,175
USA0050035,73
USA0055824,259
USA0057365,91
USA0057366,49
USA0007764,268
USA0055067,193
USA0057950,222
USA0057949,178
USA0058825,199
USA0058179,191
USA0050969,223
USA0058451,731
USA0006504,5
USA0051038,28
USA0059010,1439
USA0057947,1443
USA0058885,356
USA0002583,178
USA0002141,262
USA0056127,257
USA0059729,263
USA0057673,276
USA0002446,1146
USA0000030,310
USA0059409,734
USA0058522,80
USA0055110,201
USA0006422,1446
USA0007469,481
USA0055769,532
USA0010740,1456
USA0055123,30
USA0057802,10
USA0055714,105
USA0055451,171
USA0056046,176
USA0057411,335
USA0058685,336
USA0056342,273
USA0056698,473
USA0001853,179
USA0059682,194
USA0055068,21
USA0057429,981
USA0056648,1079
USA0058363,1090
USA0007030,141
USA0056239,93
USA0056041,59
USA0002142,90
USA0055592,247
USA0010480,2227
USA0010481,2226
USA0059284,595
USA0000344,713
USA0057661,37
USA0006042,32
USA0059142,12
USA0060014,11
USA0003236,5
USA0055127,1319
USA0000345,6
USA0002991,493
USA0001750,178
USA0000494,2030
USA0004125,182
USA0056104,243
USA0001160,418
USA0054091,58
USA0001020,1799
USA0003676,1799
USA0059575,24
USA0057484,1116
USA0058521,1528
USA0002042,316
USA0056290,485
USA0057750,29
USA0001162,208
USA0007921,209
USA0050990,368
USA0000696,7
USA0003599,250
USA0056857,323
WRI1029194,115
USA0007470,266
USA0054268,32
USA0050323,918
USA0055801,4
USA0050074,9
USA0056466,859
USA0059005,1214
USA0057005,39
USA0059607,120
USA0010748,23
USA0000976,160
USA0059180,267
USA0057483,42
USA0059162,229
USA0059105,251
USA0002980,183
USA0001005,145
USA0057470,28
USA0059327,155
USA0006561,184
USA0056448,410
USA0054855,204
USA0058768,650
USA0057267,4
USA0007836,85
USA0050972,1473
USA0060244,6
USA0000949,183
USA0001844,277
USA0001993,353
USA0002144,241
USA0002727,239
USA0002710,678
USA0055232,111
USA0003600,170
USA0060707,233
USA0056840,452
USA0056824,453
USA0056825,439
USA0056826,440
USA0056827,456
USA0056828,457
USA0059084,353
USA0001068,276
USA0003739,274
USA0058410,30
USA0056480,372
USA0058335,165
USA0006043,7
USA0059124,143
USA0000016,137
USA0000492,1821
USA0006146,102
USA0058443,157
USA0054912,12
USA0052063,5
USA0057461,528
USA0003826,239
USA0057893,288
USA0058408,156
USA0000517,2452
USA0054471,107
USA0059980,25
USA0054907,7
USA0058279,242
USA0058276,264
USA0058275,242
USA0054592,80
USA0057494,200
USA0010726,54
USA0057384,9
USA0057588,34
USA0059802,7
USA0060416,54
WRI1028007,9
USA0057321,314
USA0003917,126
USA0058412,72
USA0006250,165
USA0058770,217
USA0056773,908
USA0058350,44
USA0007903,434
USA0055457,368
USA0000203,39
USA0000535,23
USA0000151,32
USA0007116,245
USA0002271,799
USA0057646,24
USA0058462,146
USA0060238,190
USA0057039,2094
USA0057446,2059
USA0060779,56
USA0006555,101
USA0056471,7
USA0057662,34
USA0001163,196
USA0006038,235
USA0060656,237
USA0006124,17
USA0007063,17
USA0056150,22
USA0050875,8
USA0057863,20
USA0000599,16
USA0058853,19
USA0057853,186
USA0052076,361
USA0050612,341
USA0000948,144
USA0000715,8
USA0003287,70
USA0055928,291
USA0003084,99
USA0007511,99
USA0007372,2045
USA0001305,457
USA0007515,468
USA0000410,127
USA0000533,79
USA0006483,133
USA0054802,98
USA0010491,152
USA0001306,758
USA0058106,1688
USA0059618,1705
USA0057112,225
USA0057115,223
USA0057177,224
USA0057109,220
USA0058459,397
USA0060756,20
USA0059936,230
USA0059513,24
USA0054123,86
USA0052007,106
USA0056193,401
USA0059277,14
USA0010883,24
USA0000692,2063
USA0055288,76
USA0057769,295
USA0056872,152
USA0059502,134
USA0001994,369
USA0058929,366
USA0003408,232
USA0002145,214
USA0056160,281
USA0050409,175
USA0004009,246
USA0002104,129
USA0000258,111
USA0059265,50
USA0058882,28
USA0058070,34
USA0061198,109
USA0010224,12
USA0058163,17
USA0007719,89
USA0057982,295
USA0060579,137
USA0001097,318
USA0006213,157
USA0004068,378
USA0058561,18
USA0002364,65
USA0003847,55
USA0059199,1411
USA0050535,759
USA0057106,1253
USA0057167,186
USA0059332,883
USA0058557,266
USA0055481,266
USA0050363,-39
USA0057154,-42
USA0057707,272
USA0060307,270
USA0060308,280
USA0056395,572
USA0001497,66
USA0001498,33
USA0001500,21
USA0055393,75
USA0059136,63
USA0050576,246
USA0054700,251
USA0057313,93
USA0010180,1565
USA0010181,587
USA0006650,251
USA0003868,456
USA0056052,848
USA0010062,12
USA0002832,156
USA0001006,224
USA0058765,899
USA0059232,316
USA0050360,718
USA0001780,357
USA0000997,190
USA0054915,186
USA0056416,262
USA0056659,240
USA0008008,7
USA0055040,100
USA0010501,416
USA0010219,87
USA0000425,828
USA0050917,696
USA0000401,1671
USA0057804,128
USA0060047,266
USA0003740,158
USA0058090,31
USA0056119,9
USA0000562,10
USA0057822,205
USA0010745,194
USA0055091,203
USA0007380,41
USA0056639,122
USA0052169,553
USA0059632,950
USA0007264,378
USA0050566,124
USA0054812,1243
USA0058336,180
USA0002177,731
USA0001164,437
USA0059958,1519
USA0058601,1547
USA0001475,34
USA0054805,82
USA0055126,20
USA0058228,11
USA0057079,1537
USA0057107,1508
USA0006486,187
USA0001364,147
USA0007981,261
USA0007147,911
USA0057728,28
USA0055805,866
USA0061012,198
USA0059789,234
USA0058280,205
USA0056253,797
USA0055079,189
USA0058056,159
USA0058057,307
USA0000038,24
USA0058246,74
USA0060760,17
USA0059576,208
USA0061093,158
USA0000566,13
USA0058822,13
USA0006546,96
USA0056437,1391
USA0007190,1258
USA0058739,200
USA0059838,1328
USA0054872,224
USA0003717,83
USA0010519,110
USA0001048,182
USA0002823,600
USA0057590,429
USA0057956,447
USA0058203,470
USA0001447,62
USA0057852,244
USA0010183,57
USA0002586,92
USA0006398,1276
USA0010325,1640
USA0056459,587
USA0001307,386
USA0056587,501
USA0007844,218
USA0058740,162
USA0057284,226
USA0055995,632
USA0055700,2
USA0056002,459
USA0056123,447
USA0001714,292
USA0058698,237
USA0060661,227
USA0056473,228
USA0056232,125
USA0059577,193
USA0002746,506
USA0059267,49
USA0054203,111
USA0058421,247
USA0055033,289
USA0058923,351
USA0003948,213
USA0000017,89
USA0059411,735
USA0057859,656
USA0006651,267
USA0006229,500
USA0050407,14
USA0003346,401
USA0000381,289
USA0000751,264
USA0058313,226
USA0059570,225
USA0055757,97
USA0056863,211
USA0056323,97
USA0060417,27
USA0059819,213
USA0050821,1028
USA0050822,1072
USA0050823,1085
USA0052143,1248
USA0052142,1034
USA0052144,1107
USA0007072,989
USA0057331,631
USA0000899,175
USA0050732,224
USA0059123,58
USA0054933,229
USA0002630,294
USA0055618,37
USA0001733,186
USA0002146,226
USA0002273,471
USA0058201,154
USA0057505,163
USA0050565,192
USA0056343,181
USA0059578,203
USA0009095,589
USA0059464,191
USA0057322,15
USA0058562,1221
USA0058507,61
USA0061025,12
USA0059614,955
USA0054951,36
USA0058633,7
USA0001165,293
USA0057701,82
USA0055742,363
USA0055885,171
USA0050657,108
USA0055009,448
USA0058649,180
USA0006147,111
USA0007646,131
USA0001922,283
USA0007791,267
USA0055229,266
USA0002080,242
USA0060529,304
USA0000546,14
USA0002851,226
USA0058337,252
USA0003008,588
USA0007855,273
USA0058338,30
USA0001996,322
USA0010196,263
USA0050337,221
USA0001997,306
USA0056498,838
USA0056794,539
USA0056174,573
USA0006652,179
USA0060007,102
USA0056891,147
USA0052033,171
USA0003492,638
USA0055293,185
USA0000717,250
USA0060133,110
USA0059942,748
USA0060422,5
USA0056064,351
USA0056344,326
USA0010743,260
USA0001573,16
USA0057362,172
USA0060612,284
USA0000148,514
USA0057875,423
USA0002191,886
USA0055216,161
USA0055774,161
USA0003764,185
USA0000514,2207
USA0054335,294
USA0050633,69
USA0010204,5
USA0010434,54
USA0010198,10
USA0010004,46
USA0002070,65
USA0003163,55
USA0002588,446
USA0003918,223
USA0001359,163
USA0050973,4
USA0001761,238
USA0055981,552
USA0056004,412
USA0006208,2829
USA0059107,46
USA0059908,47
USA0057758,149
USA0061416,33
USA0060585,252
USA0003111,169
USA0003453,151
USA0056636,959
USA0059809,530
USA0002728,199
USA0001998,395
USA0056687,174
USA0055719,259
USA0056112,301
USA0057459,203
USA0058544,754
USA0006329,13
USA0056752,2283
USA0056753,2301
USA0006264,183
USA0055986,1051
USA0000358,338
USA0056424,425
USA0006506,639
USA0050031,53
USA0054468,1545
USA0058345,48
USA0059645,47
USA0001166,225
USA0054626,324
USA0003954,1014
USA0058025,348
USA0010458,1031
USA0003164,39
USA0054426,47
USA0059184,132
USA0050201,659
USA0052118,190
USA0007976,392
USA0059844,32
USA0050674,129
USA0000193,87
USA0056504,196
USA0056594,481
USA0060412,1129
USA0059808,191
USA0059509,99
USA0057677,486
USA0055002,44
USA0000261,711
USA0007166,72
USA0001242,401
USA0057471,146
USA0008010,1314
USA0001167,168
USA0058635,185
USA0061003,236
USA0061015,236
USA0002952,169
USA0010362,171
USA0057963,1293
USA0057965,1293
USA0002953,383
USA0057833,1062
USA0055065,1061
USA0056326,1066
USA0003320,6
USA0002192,2335
USA0001588,13
USA0054640,13
USA0055938,13
USA0055122,8
USA0059692,10
USA0058265,308
USA0055999,8
USA0057270,118
USA0056169,42
USA0060857,11
USA0058210,82
USA0056982,1288
USA0060378,147
USA0056668,99
USA0057948,24
USA0057724,20
USA0058414,239
USA0058352,2
USA0010030,14
USA0054337,8
USA0055238,224
USA0055936,224
USA0056939,118
USA0057455,196
USA0060350,663
USA0059430,663
USA0059528,755
USA0055099,28
USA0007487,662
USA0007482,19
USA0007483,18
USA0007484,11
USA0007485,1
USA0007486,2
USA0007488,11
USA0010810,1
USA0055747,927
USA0061238,3
USA0061414,9
USA0061413,6
USA0054769,10
USA0050352,195
USA0055708,113
USA0000718,543
USA0006301,23
USA0050326,216
USA0002747,622
USA0059816,434
USA0001615,14
USA0007578,207
USA0058921,207
USA0007776,206
USA0055264,206
USA0057462,204
USA0000195,159
USA0054894,141
USA0000455,114
USA0002499,10
USA0000262,108
USA0058854,91
USA0058855,69
USA0060408,93
USA0055006,57
USA0060134,74
USA0052056,27
USA0057049,1194
USA0057050,1142
USA0057995,1273
USA0004162,2123
USA0004941,1342
USA0000584,1752
USA0058610,889
USA0057764,677
USA0050963,72
USA0010811,4
USA0054239,5
USA0058022,787
USA0003289,113
USA0006064,229
USA0056177,1393
USA0006096,285
USA0002255,284
USA0007555,300
USA0061125,276
USA0056495,911
USA0054867,189
USA0055477,1354
USA0007504,1354
USA0060072,241
USA0056568,596
USA0059919,549
USA0050223,605
USA0055183,199
USA0059649,194
USA0056139,1
USA0058524,77
USA0002090,256
USA0054350,738
USA0054349,569
USA0056405,546
USA0002483,389
USA0055080,119
USA0004120,198
USA0059780,27
USA0056688,15
USA0058339,6
USA0003138,231
USA0059981,325
USA0055297,186
USA0060132,752
USA0057380,676
USA0001168,364
USA0057609,459
USA0006156,4
USA0059983,133
USA0050755,197
USA0007898,271
USA0050261,1249
USA0004130,271
USA0002167,93
USA0050036,186
USA0006158,178
USA0054975,1238
USA0056097,1494
USA0050564,85
USA0001999,304
USA0059845,631
USA0001453,16
USA0060245,92
USA0002001,257
USA0061026,62
USA0010221,30
USA0054808,11
USA0010427,276
USA0057103,210
USA0050385,7
USA0058079,4
USA0001846,234
USA0058226,565
USA0000632,177
USA0050324,118
USA0050137,25
USA0009842,163
USA0007183,181
USA0008002,5
USA0003456,1237
USA0054250,8
USA0059407,1229
USA0003731,246
USA0050354,196
USA0003790,251
USA0006017,169
USA0059835,60
USA0060879,392
USA0058209,341
USA0003778,275
USA0002099,225
USA0003484,1099
USA0058741,203
USA0003409,206
USA0058034,95
USA0059600,170
USA0055966,46
USA0056569,-35
USA0007579,265
USA0002861,267
USA0000444,32
USA0007936,572
USA0003869,534
USA0057132,588
USA0001403,8
USA0002589,84
USA0009674,261
USA0060620,564
USA0054342,178
USA0050187,7
USA0059501,44
USA0057051,16
USA0056901,412
USA0056620,589
USA0056904,394
USA0056618,400
USA0056619,400
USA0056905,953
USA0056404,379
USA0056902,573
USA0057047,521
USA0001007,244
USA0007754,334
USA0003585,148
USA0058696,442
USA0006330,15
USA0060548,1087
USA0057689,28
USA0059652,259
USA0002590,70
USA0000196,128
USA0050123,65
USA0003411,270
USA0007856,403
USA0007915,4
USA0060074,296
USA0056651,726
USA0006168,90
USA0058748,29
USA0060806,4
USA0002002,270
USA0056832,-38
USA0058650,245
USA0058531,60
USA0058880,66
USA0058328,204
USA0060571,112
USA0058788,25
USA0002244,594
USA0003047,211
USA0010423,2660
USA0001501,68
USA0000719,87
USA0057854,223
USA0057526,223
USA0010812,5
USA0058358,192
USA0059962,758
USA0006088,635
USA0000581,9
USA0052078,445
USA0060651,88
USA0000960,243
USA0002291,305
USA0057743,311
USA0057722,230
USA0002274,869
USA0006285,150
USA0007479,87
USA0059318,50
USA0058154,1327
USA0058713,58
USA0059852,271
USA0008224,1359
USA0050888,111
USA0058385,150
USA0001013,124
USA0001734,192
USA0002081,221
USA0006210,610
USA0002963,202
USA0058245,182
USA0056890,291
USA0057290,1297
USA0056383,387
USA0056411,502
USA0003800,33
USA0003984,456
USA0061378,122
USA0060717,308
USA0000547,83
USA0002516,9
USA0000667,9
USA0007169,521
USA0059847,220
USA0057403,428
USA0050041,172
USA0000998,192
USA0001848,250
USA0054340,201
USA0057624,8
USA0002591,96
USA0050718,1176
USA0001555,101
USA0056961,1027
USA0000758,516
USA0007941,26
USA0057414,45
USA0050831,2
USA0056616,1847
USA0002199,676
USA0000527,1708
USA0003441,7
USA0058448,893
USA0059080,0
USA0007723,5
USA0002848,214
USA0003611,157
USA0060326,463
USA0007279,244
USA0057798,34
USA0058716,210
USA0059204,192
USA0058717,370
USA0059205,299
USA0059207,459
USA0058537,165
USA0050850,195
USA0000446,58
USA0056833,689
USA0056880,689
USA0057281,379
USA0057134,1286
USA0060976,1092
USA0057286,731
USA0003356,459
USA0001597,20
USA0050754,1072
USA0000626,906
USA0057432,398
USA0006505,364
USA0006180,130
USA0057489,266
USA0055857,2
USA0056463,220
USA0059435,543
USA0058851,71
USA0000999,190
USA0010824,127
USA0057672,249
USA0057002,210
USA0058376,9
USA0050260,183
USA0056302,1202
USA0001312,784
USA0002933,251
USA0058134,247
USA0057311,222
USA0054980,19
USA0051030,164
USA0054324,164
USA0003412,251
USA0003413,344
USA0003414,348
USA0003265,248
USA0050439,216
USA0004044,216
USA0000116,357
USA0057514,197
USA0056959,844
USA0006377,4
USA0058657,407
USA0055215,875
USA0056755,394
USA0001169,325
USA0052058,77
USA0010803,87
USA0001365,131
USA0060913,295
USA0054627,13
USA0050558,382
USA0054779,284
USA0056094,626
USA0000127,378
USA0059519,297
USA0002196,2274
USA0003426,135
USA0060741,64
USA0059374,1591
USA0060600,172
USA0056614,264
USA0061243,201
USA0061094,75
USA0055286,15
USA0010648,121
USA0006013,171
USA0010884,447
USA0059854,231
USA0001735,192
USA0000720,90
USA0003655,1477
USA0050413,316
USA0050180,736
USA0058581,271
USA0058582,277
USA0050577,272
USA0057824,213
USA0060236,8
USA0058607,23
USA0000829,1452
USA0060455,204
USA0060456,195
USA0057404,443
USA0055225,222
USA0060097,131
USA0050662,171
USA0061163,5
USA0061164,5
USA0058558,34
USA0056250,255
USA0055193,102
USA0060967,144
USA0054251,676
USA0060332,671
USA0058935,95
USA0055037,144
USA0050815,13
USA0054365,44
USA0056914,128
USA0058411,157
USA0058638,223
USA0000789,23
USA0050421,440
USA0059792,234
USA0055997,186
USA0002294,626
USA0060112,28
USA0057653,71
USA0056439,1029
USA0056971,288
USA0058961,1329
USA0059790,88
WRI1026813,133
USA0058938,389
USA0058718,127
USA0058721,126
USA0054466,36
USA0061266,204
USA0050766,10
USA0050762,11
USA0054724,12
USA0000350,5
USA0059438,19
USA0057184,15
USA0054477,47
USA0003112,200
USA0002935,310
USA0007778,310
USA0060567,185
USA0001172,357
USA0001313,332
USA0002106,202
USA0058683,327
USA0007928,294
USA0001314,273
USA0060672,300
USA0001315,477
USA0000172,71
USA0055192,26
USA0059954,24
USA0056913,465
USA0056645,465
USA0058555,274
USA0055412,43
USA0059255,158
USA0058678,236
USA0050907,97
USA0002595,104
USA0002596,122
USA0002594,79
USA0052204,80
USA0055345,223
USA0058520,1386
USA0050080,102
USA0058612,888
USA0055799,213
USA0050126,116
USA0001316,276
USA0056865,174
USA0054756,203
USA0058138,430
USA0006254,219
USA0001173,191
USA0055467,27
USA0059999,212
USA0054842,222
USA0058131,1312
USA0056600,273
USA0002003,345
USA0058742,269
USA0060038,178
USA0058550,62
USA0060953,1124
USA0050361,798
USA0000426,353
USA0003014,520
USA0060022,211
USA0007432,363
USA0002295,665
USA0002729,284
USA0050464,19
USA0057585,4
USA0050224,5
USA0002388,11
USA0054676,9
USA0006142,118
USA0006280,217
USA0060924,422
USA0050397,144
USA0010244,197
USA0000634,4
USA0059456,92
USA0057256,289
USA0059338,211
USA0060768,211
USA0058066,184
USA0060084,67
USA0058305,171
USA0050341,6
USA0050509,4
USA0058538,193
USA0050849,73
USA0007113,381
USA0004213,316
USA0004214,254
USA0010120,6
USA0058591,12
USA0058051,165
USA0054363,294
USA0054364,326
USA0058047,362
USA0050490,10
USA0050487,8
USA0050489,11
USA0050488,8
USA0057182,177
USA0057183,94
USA0056889,72
USA0056556,106
USA0058085,799
USA0058069,8
USA0056421,219
USA0002399,5
USA0002401,2
USA0057204,174
USA0006118,3
USA0002403,4
USA0002404,1
USA0002406,9
USA0002408,7
USA0002410,1
USA0002411,3
USA0058326,4
USA0057578,482
USA0056972,319
USA0057309,2
USA0061027,6
USA0054469,47
USA0059447,63
USA0057757,903
USA0050560,419
USA0050296,151
